symbol,Date,Open,High,Low,Close,Volume,Daily_Return,Volatility_14d,ATR_14d,VIX_Close,Target,Sentiment_Score,Sentiment_Decay,RSI_14,MA20_ratio,Momentum_5d,VIX_log,Sentiment_3d_avg,News_count_7d,Tweet_Volume,Tweet_Volume_7d_Avg,Tweet_Sentiment_Avg,Tweet_Sentiment_3d,Tweet_Toxic_Ratio,Tweet_Positive_Ratio,Tweet_Negative_Ratio
AAPL,2020-01-27,74.67235687385795,75.08417746726008,73.42484908589569,74.40503692626953,161940000.0,-0.0294050998430666,0.2226903225643056,1.345421906417218,18.229999542236328,1,0.0,0.0,0.0,0.0,0.0,2.903068563580112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AAPL,2020-01-28,75.2840767149778,76.68089922753784,75.18533472345831,76.5099105834961,162234000.0,0.0282892764789319,0.2455633606022712,1.4492469187051509,16.280000686645508,1,0.0,0.0,52.60801916707925,0.0,0.0,2.789937402751636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AAPL,2020-01-29,78.13793027321145,78.95675744540253,77.39857441186852,78.11143493652344,216229200.0,0.0209322100174893,0.2507635904978063,1.4988345294726224,16.389999389648438,0,0.0,0.0,67.29674396833568,0.0,0.0,2.796671355516472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AAPL,2020-01-30,77.19627050016777,78.05122092954578,76.76517927864235,77.99823760986328,126743200.0,-0.0014492098824969,0.2404445939804904,1.4704250365339817,15.489999771118164,0,0.0,0.0,65.67076319195215,0.0,0.0,2.740194639652674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AAPL,2020-01-31,77.29017484753824,77.71163064497078,74.24606365244907,74.53987884521484,199588400.0,-0.0443383933354715,0.3143565078708308,1.6625769618661863,18.84000015258789,0,0.0,0.0,35.441407638812194,-0.0232331781109371,0.0,2.935982277247362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AAPL,2020-02-03,73.28515870612867,75.4984048922783,72.78423148900761,74.33518981933594,173788400.0,-0.0027462661170316,0.2988459754835866,1.7405760504675922,17.969999313354492,1,0.0,0.0,34.3125972653867,-0.0216900517094436,-0.0009385946813782,2.8887036625848097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AAPL,2020-02-04,75.9367288800473,76.97953543976107,75.53213292898627,76.78927612304688,136616400.0,0.0330134410145772,0.3271400081279967,1.8366522683266688,16.049999237060547,1,0.0,0.0,54.44006716911899,0.0090782372217488,0.0036512912270885,2.775708802040856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AAPL,2020-02-05,77.91395235806485,78.21258898353346,76.81335589638837,77.41543579101562,118826800.0,0.0081542991772542,0.3270624462394967,1.835963252711496,15.149999618530272,1,0.0,0.0,58.099161179159886,0.0151105537098135,-0.0089103329318426,2.7180005067758577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AAPL,2020-02-06,77.6851684350144,78.32337167005116,77.12884718583062,78.32096099853516,105425600.0,0.0116969267382953,0.3265873919538897,1.8462947357533328,14.960000038146973,0,0.0,0.0,63.01551472494403,0.0239142790618013,0.0041375763940318,2.7053799750962626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AAPL,2020-02-07,77.82124622907054,78.06989154294402,76.76631409771366,77.25636291503906,117684000.0,-0.01359261152718,0.3306674879289554,1.893046763616452,15.470000267028809,1,0.0,0.0,54.44925269556659,0.0089879641092274,0.0364429391019374,2.738902681846048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AAPL,2020-02-10,75.84416334192943,77.62330627441406,75.76450341427329,77.62330627441406,109348800.0,0.0047495553982424,0.3292534071253601,1.973942135609509,15.039999961853027,0,0.0,0.0,56.81606614220237,0.0125117880330389,0.0442333248566482,2.710713315985326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AAPL,2020-02-11,78.11815777658227,78.1905758646545,76.93769137166434,77.15495300292969,94323200.0,-0.0060332216048251,0.3305934643091882,2.0046300813331377,15.18000030517578,1,0.0,0.0,52.795306915468174,0.0058663598041964,0.0047625641552497,2.71997879207129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AAPL,2020-02-12,77.60398368209574,78.9920538114317,77.60398368209574,78.98722839355469,113730400.0,0.0237477640672842,0.3445153906137144,2.068648278725046,13.739999771118164,0,0.0,0.0,64.27700502985545,0.0274019952359297,0.0203035679279439,2.6203112701361366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AAPL,2020-02-13,78.26059867524006,78.75064746940821,78.05782062596876,78.42475128173828,94747600.0,-0.0071210250987376,0.3461815991774058,2.035057924616119,14.149999618530272,1,0.0,0.0,59.28756023124681,0.018624416492207,0.0013255292555109,2.649714597130255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
