symbol,Date,Open,High,Low,Close,Volume,Daily_Return,Volatility_14d,ATR_14d,VIX_Close,Target,Sentiment_Score,Sentiment_Decay,RSI_14,MA20_ratio,Momentum_5d,Sentiment_3d_avg,News_count_7d
AAPL,2020-03-02,68.20616489725688,72.83571844288954,67.10435128397388,72.20024108886719,341397200,0.0931007374254078,0.5925858972939133,2.994264284353396,33.41999816894531,0,0.0,0.0,39.40946998528292,-0.03763857589651856,0.0021128870224389473,0.0,0.0
AAPL,2020-03-03,73.3745366413102,73.45426993984877,69.05667582944147,69.9072036743164,319475600,-0.0317594149267231,0.603748078486955,3.218803924342128,36.81999969482422,1,0.0,0.0,36.82010966560372,-0.06540190649350594,0.004303998560218902,0.0,0.0
AAPL,2020-03-04,71.62758575768213,73.30930003617219,70.82780458094045,73.14982604980469,219178400,0.0463846671738581,0.6326268877125998,3.330469657908977,31.989999771118164,0,0.0,0.0,39.87078056520034,-0.01961944872995018,0.03447779548920393,0.0,0.0
AAPL,2020-03-05,71.40526750546559,72.37901937193944,70.41218881575878,70.77704620361328,187572800,-0.0324372589016941,0.6434453764928213,3.4595682424410845,39.619998931884766,0,0.0,0.0,37.54188524477136,-0.047135950619009215,0.07092699150416992,0.0,0.0
AAPL,2020-03-06,68.13853526605345,70.26967845792626,67.95248589171815,69.83716583251953,226176800,-0.0132794517644869,0.6432073038157942,3.607301821697539,41.93999862670898,0,0.0,0.0,36.39810644140882,-0.054343059567486064,0.05732413520982815,0.0,0.0
AAPL,2020-03-09,63.72884532127841,67.19376061426469,63.54762585590985,64.31358337402344,286744800,-0.0790923055460542,0.7109797626730977,3.878096880723436,54.459999084472656,1,0.0,0.0,32.26588062463631,-0.12139584672760026,-0.10923312160601384,0.0,0.0
AAPL,2020-03-10,66.96419096693461,69.21130840087326,65.08675341116529,68.94551849365234,285290000,0.0720211015562812,0.7899324690828462,4.131801144186423,47.29999923706055,0,0.0,0.0,38.293533694958626,-0.05245498153596594,-0.0137565963179469,0.0,0.0
AAPL,2020-03-11,67.02460213571918,67.95002595285474,65.6884040253017,66.55101013183594,255598800,-0.0347304424440126,0.7981796783773307,4.253304227191863,53.900001525878906,0,0.0,0.0,36.8098998869275,-0.0786046822200484,-0.09020959138680507,0.0,0.0
AAPL,2020-03-12,61.8417392125565,65.23899909398826,59.92322879744106,59.97880172729492,418474000,-0.0987544500304598,0.883153992604473,4.554990010683495,75.47000122070312,1,0.0,0.0,32.945684238299734,-0.15848101814042925,-0.1525670405240378,0.0,0.0
AAPL,2020-03-13,64.00430027982446,67.6359379478289,61.119282212065336,67.16476440429688,370732000,0.1198083734595816,1.0358637468461451,4.690820338312536,57.83000183105469,0,0.0,0.0,45.068573089257654,-0.050108617670480124,-0.038266178135457185,0.0,0.0
AAPL,2020-03-16,58.46139441002403,62.60044418179931,57.99022457275424,58.52421951293945,322423600,-0.1286469917373021,1.1610108220985162,5.063097126384944,82.69000244140625,1,0.0,0.0,40.05289474630207,-0.160440323661775,-0.09001774675522645,0.0,0.0
AAPL,2020-03-17,59.80483395038242,62.24525368604919,57.60362153116066,61.0975341796875,324056000,0.0439700809026439,1.1790470244605498,5.198234802855244,75.91000366210938,0,0.0,0.0,41.5930577945171,-0.11336139059920777,-0.11382878083203318,0.0,0.0
AAPL,2020-03-18,57.934642818544056,60.40647473225053,57.29433197423103,59.60186004638672,300233600,-0.0244801063313293,1.1528253930292542,5.13006124602637,76.44999694824219,0,0.0,0.0,43.99892279129166,-0.12323796898487707,-0.10441840133880942,0.0,0.0
AAPL,2020-03-19,59.7758272676577,61.09268759746544,58.62085583762495,59.14518356323242,271857200,-0.0076621179741517,1.152703922974245,4.926232278258248,72.0,0,0.0,0.0,43.66127557217016,-0.11811976919419985,-0.013898546487352337,0.0,0.0
AAPL,2020-03-20,59.72509337905043,60.8486561237764,55.09070998430256,55.39032745361328,401693200,-0.0634854079978431,1.0826448516427158,4.852881224010362,66.04000091552734,0,0.0,0.0,33.86070112525606,-0.16144640380603656,-0.1753067557835477,0.0,0.0
AAPL,2020-03-23,55.11004159498472,55.21152404138324,51.37208822817037,54.21360778808594,336752800,-0.0212441362891885,1.0807047072367666,4.825784446512906,61.59000015258789,1,0.0,0.0,34.60242724296907,-0.16802936095606813,-0.07365517662137222,0.0,0.0
AAPL,2020-03-24,57.11070131069981,59.84832336499044,56.61295251663222,59.65260696411133,287531200,0.1003253499985785,1.162068156902977,4.985257247587815,61.66999816894531,0,0.0,0.0,37.304535636529046,-0.0775151643263309,-0.023649517692917787,0.0,0.0
AAPL,2020-03-25,60.58768835145107,62.39988241978959,59.02920219006361,59.3239860534668,303602000,-0.0055089111334604,1.1584883438748863,5.030474604422106,63.95000076293945,1,0.0,0.0,38.796439430639076,-0.07444733008195781,-0.004662169816573858,0.0,0.0
AAPL,2020-03-26,59.565624014727966,62.503792458271775,59.52696298189895,62.44580459594727,252087200,0.0526232094328062,1.1882894197385916,5.055849325344239,61.0,0,0.0,0.0,43.0656696066695,-0.022964655654608816,0.055805406862692974,0.0,0.0
AAPL,2020-03-27,61.0709416804956,61.82481325258339,59.69367489036661,59.86039733886719,204216800,-0.0414024172449828,1.1531885728388294,4.803177163127878,65.54000091552734,1,0.0,0.0,45.5784059359814,-0.05885848466804883,0.08070127205868882,0.0,0.0
AAPL,2020-03-30,60.58527581752455,61.740247254497845,60.26149432911051,61.56869125366211,167976400,0.0285379648438406,1.1126494540123566,4.5876146551836525,57.08000183105469,0,0.0,0.0,42.22404958488263,-0.02384187570218475,0.13566858517009694,0.0,0.0
AAPL,2020-03-31,61.75959108899796,63.42438996368667,60.88973623938196,61.443058013916016,197002000,-0.0020405377666464,1.104766490925223,4.536010316323229,53.540000915527344,0,0.0,0.0,44.3451980009904,-0.019253089891558967,0.030014632065986202,0.0,0.0
AAPL,2020-04-01,59.56079401122782,60.0972038911912,57.78001201918498,58.210105895996094,176218400,-0.052617044503021,1.0432206230251508,4.32424350634724,57.060001373291016,1,0.0,0.0,47.885623674732635,-0.05964495525967432,-0.01877621905693927,0.0,0.0
AAPL,2020-04-02,58.072365060446906,59.234584992288006,57.241171415485205,59.181427001953125,165934000,0.0166864686295622,0.8945470022472786,3.919691888937871,50.90999984741211,0,0.0,0.0,38.79085813792706,-0.034914693367023256,-0.05227537086143985,0.0,0.0
AAPL,2020-04-03,58.66677342106095,59.3674871060243,57.7413457159516,58.33091354370117,129880000,-0.0143712901384396,0.7060667944352631,3.380520571690018,46.79999923706055,1,0.0,0.0,49.65258733787318,-0.03977562280636253,-0.025550846021079265,0.0,0.0
AAPL,2020-04-06,60.62394928655553,63.5742000668219,60.256680497705005,63.41956329345703,201820400,0.0872376145102453,0.7777321417610596,3.4234958837066043,45.2400016784668,0,0.0,0.0,53.827166920928384,0.044760851948882664,0.03006190325159519,0.0,0.0
AAPL,2020-04-07,65.43230242458398,65.64977167238716,62.58111924629591,62.68501663208008,202887200,-0.0115823355323031,0.770546571117822,3.3710280423233745,46.70000076293945,1,0.0,0.0,55.212435690284586,0.03801281335698823,0.020213164160592045,0.0,0.0
AAPL,2020-04-08,63.4848025037082,64.60353188066507,63.119952317554805,64.28942108154297,168895200,0.0255947040563089,0.7731360028813172,3.3315054343765538,43.34999847412109,1,0.0,0.0,58.372036686867936,0.06657761456706839,0.10443745277510375,0.0,0.0
AAPL,2020-04-09,64.92487082512187,65.2558970699064,63.95836739563788,64.75331115722656,161834800,0.0072156517803327,0.7031109500947235,3.0129042582904604,41.66999816894531,1,0.0,0.0,67.06594870251647,0.07003577404096856,0.09414920250384551,0.0,0.0
AAPL,2020-04-13,64.8306516969401,66.13301897916537,64.23141674512242,66.02428436279297,131022800,0.0196279260913836,0.6867255079391368,2.861715901761892,41.16999816894531,1,0.0,0.0,71.45365533493111,0.09206742368156973,0.1318918280497694,0.0,0.0
AAPL,2020-04-14,67.65526649113433,69.64868059310524,67.18409293567838,69.35872650146484,194994800,0.0505032681664467,0.5928793390201492,2.718121662719589,37.7599983215332,0,0.0,0.0,69.09040025749971,0.13703219277184556,0.09364875599230982,0.0,0.0
AAPL,2020-04-15,68.23516945822269,69.18475770892147,67.8074941646766,68.72566986083984,131154400,-0.0091272817791951,0.5950820489242347,2.5881610989383224,40.84000015258789,1,0.0,0.0,68.27279681714901,0.11965344381760386,0.0963651850682985,0.0,0.0
AAPL,2020-04-16,69.43845862105105,69.63659364674618,68.22308052874929,69.27173614501953,157125200,0.0079455942049804,0.5641923823526691,2.4619972927377445,40.11000061035156,0,0.0,0.0,64.74273700362498,0.1197297519713601,0.07749821012009317,0.0,0.0
AAPL,2020-04-17,68.78847886393716,69.33455576393993,66.89654391550201,68.33180236816406,215250000,-0.013568791965712,0.5281403365780555,2.439560302941835,38.150001525878906,0,0.0,0.0,69.6966573844815,0.09639588759945132,0.055263447489945605,0.0,0.0
AAPL,2020-04-20,67.15992291899424,68.06118282102301,66.89413295001411,66.91345977783203,130015200,-0.0207566980699581,0.535956229826616,2.407975981693213,43.83000183105469,0,0.0,0.0,62.59683639457085,0.06380395619547716,0.013467399512476108,0.0,0.0
AAPL,2020-04-21,66.75640021366904,66.99077762058634,64.1347578473476,64.84513854980469,180991600,-0.0309103913456969,0.5583819525789739,2.430930699474215,45.40999984741211,1,0.0,0.0,57.345553808147066,0.022281939187933694,-0.06507599229874605,0.0,0.0
AAPL,2020-04-22,66.11126755910753,67.14784486961675,65.77058148476895,66.71292114257812,116862400,0.0288037412602468,0.5010736923601229,2.3337635798371457,41.97999954223633,0,0.0,0.0,69.50881071072098,0.04590671620689432,-0.029286709352375317,0.0,0.0
AAPL,2020-04-23,66.65734110784256,68.0781026916564,66.41571518879498,66.45437622070312,124814400,-0.0038754849502458,0.5035302148619379,2.310118860269904,41.380001068115234,1,0.0,0.0,67.2512638765831,0.03606233892740536,-0.040671131995570264,0.0,0.0
AAPL,2020-04-24,66.97870028455014,68.38254612868516,66.93037215656294,68.37287902832031,126161200,0.0288694728131313,0.4984068090353906,2.3316923258348567,35.93000030517578,1,0.0,0.0,72.67069629921546,0.061070420440704806,0.0006011353240022999,0.0,0.0
AAPL,2020-04-27,68.09017755648323,68.75223755503086,67.64317552817161,68.42121124267578,117087600,0.0007068916073498,0.3609694233806493,2.0363905761018937,33.290000915527344,0,0.0,0.0,64.61859805277427,0.054813659227653334,0.022532857661968553,0.0,0.0
AAPL,2020-04-28,68.88270980207805,69.06392923095741,67.22032976851494,67.31214141845703,112004800,-0.0162094444701528,0.3657595429305213,1.9488867929841232,33.56999969482422,1,0.0,0.0,63.23422391932464,0.03314180401977496,0.03804453076706049,0.0,0.0
AAPL,2020-04-29,68.79815533490073,69.99178804731254,68.59519043374839,69.52303314208984,137280800,0.0328453630659058,0.3747249655880242,2.0032533201463028,31.229999542236328,1,0.0,0.0,64.46696332538963,0.060499792244396396,0.04212245471167386,0.0,0.0
AAPL,2020-04-30,70.06185756526263,71.16608991336996,69.67284332982524,70.98970031738281,183064000,0.0210961333101711,0.3802830498878642,2.0279338270757026,34.150001525878906,0,0.0,0.0,66.33338475298189,0.07241941368748991,0.06824718482974435,0.0,0.0
AAPL,2020-05-01,69.16541493960355,72.24614521202258,69.06876605288338,69.8468017578125,240616800,-0.0160994982999027,0.3871656388747408,2.1190607502968635,37.18999862670898,1,0.0,0.0,60.078962011250056,0.046721687080801336,0.021557125433926627,0.0,0.0
AAPL,2020-05-04,69.87097499683554,70.9631215704607,69.18233960605242,70.8350601196289,133568000,0.0141489422127458,0.3294977439334919,1.9873740170180068,35.970001220703125,1,0.0,0.0,54.4423272940982,0.05167816690267431,0.03527924795706561,0.0,0.0
AAPL,2020-05-05,71.2941362490643,72.72939466051092,71.1491592367676,71.89820098876953,147751200,0.0150086816803027,0.3300280970342415,2.011881317310418,33.61000061035156,1,0.0,0.0,59.30538250016112,0.06078582328129467,0.06813123863943815,0.0,0.0
AAPL,2020-05-06,72.59891211487862,73.27063178737225,72.21472783850132,72.6399917602539,142333600,0.0103172368888651,0.3308097417368252,2.0089468659251213,34.119998931884766,1,0.0,0.0,59.76731920180743,0.06391702557729177,0.04483346708699676,0.0,0.0
AAPL,2020-05-07,73.26580616038919,73.73697961793019,72.96377378346223,73.39144897460938,115215200,0.0103449518116085,0.3221999166547745,1.9131594380135757,31.440000534057617,1,0.0,0.0,64.83419242679513,0.06780561622500043,0.033832353799054804,0.0,0.0
AAPL,2020-05-08,74.05046319414457,75.19159993074032,73.72338371341871,75.13829803466797,133838400,0.0238018064020364,0.3074525345453632,1.9390509764407893,27.979999542236328,1,0.0,0.0,73.65837707824926,0.08502418329775524,0.07575860517140431,0.0,0.0
AAPL,2020-05-11,74.64645469079235,76.81485582493812,74.4380900872954,76.32061004638672,145946400,0.0157351449612719,0.2498818619622186,1.9048185453267883,27.56999969482422,0,0.0,0.0,84.7815379407084,0.09396451813138151,0.07744116991633243,0.0,0.0
AAPL,2020-05-12,77.00383559042835,77.45448015586908,75.3272624261115,75.44840240478516,162301200,-0.0114282058420581,0.2551213081949551,1.8922836460371824,33.040000915527344,0,0.0,0.0,78.17729361625052,0.07676303060819308,0.04937816756458435,0.0,0.0
AAPL,2020-05-13,75.62767417091105,76.54834228640952,73.46169113408281,74.53741455078125,200622400,-0.012074316022179,0.2652785950187006,1.994016763856132,35.279998779296875,1,0.0,0.0,75.01967170684291,0.05936852492035233,0.026120911422866433,0.0,0.0
AAPL,2020-05-14,73.77667808210235,75.0559160635201,73.05468108965971,74.99534606933594,158929200,0.0061436463997917,0.2481942669418188,1.9992356971331569,32.61000061035156,0,0.0,0.0,72.5364443295147,0.061559165665786494,0.02185400502559154,0.0,0.0
AAPL,2020-05-15,72.7687943111998,74.59800522378177,72.73487156458532,74.55197143554688,166348400,-0.0059120286394724,0.2528571122544562,2.081479445553969,31.88999938964844,1,0.0,0.0,70.31689533690704,0.05065786028776206,-0.0078032989095729866,0.0,0.0
AAPL,2020-05-18,75.87484151863012,76.6816307787651,75.18434194281018,76.30851745605469,135178400,0.02356136245205,0.2403200427517673,2.1019122941808086,29.299999237060547,0,0.0,0.0,78.58658038777983,0.06834015686294917,-0.0001584446236040371,0.0,0.0
AAPL,2020-05-19,76.32546668705436,77.17102150533867,75.83606375790906,75.86756134033203,101729600,-0.0057785962881089,0.2214927542636619,2.005863088364673,30.530000686645508,1,0.0,0.0,72.71520429179391,0.05403388621078806,0.005555570723659198,0.0,0.0
AAPL,2020-05-20,76.72522965116472,77.41330397310716,76.68646396339064,77.34304809570312,111504800,0.0194481901000118,0.2194667209760292,1.99891207847146,27.989999771118164,0,0.0,0.0,72.7324246325396,0.0666564702630721,0.03764060722833951,0.0,0.0
AAPL,2020-05-21,77.204952332668,77.74523944094076,76.52898900422082,76.76642608642578,102688800,-0.007455382525962,0.2050060728812027,1.8588314554415128,29.530000686645508,1,0.0,0.0,75.8042406892443,0.051229061508737544,0.023615865649215362,0.0,0.0
AAPL,2020-05-22,76.50475370458611,77.34304783651851,76.40300024409417,77.26067352294922,81803200,0.0064383280780455,0.2022743791989823,1.7987790002998023,28.15999984741211,0,0.0,0.0,74.87865196153729,0.05159781228598092,0.03633307121521434,0.0,0.0
AAPL,2020-05-26,78.37758347481825,78.5568683167511,76.68162339962899,76.73735046386719,125522000,-0.0067734726506957,0.2051779563871918,1.7974154557455242,28.01000022888184,1,0.0,0.0,69.5535536473648,0.038596838470043,0.005619726632213329,0.0,0.0
AAPL,2020-05-27,76.59440129810365,77.21705526702166,75.85544287582236,77.07168579101562,112945200,0.0043568786924155,0.2035898399223063,1.7966427123595656,27.6200008392334,1,0.0,0.0,68.51687386156503,0.03627778544008754,0.015871400495951704,0.0,0.0
AAPL,2020-05-28,76.74702903556799,78.36303980666368,76.47083369438819,77.10560607910156,133560800,0.0004401134831526,0.202235412133012,1.853444016259509,28.59000015258789,0,0.1174773722887039,0.1174773722887039,66.50868599782154,0.03147578793649403,-0.0030699852468674127,0.039159124096234635,1.0
AAPL,2020-05-29,77.34788086093664,77.80821132778638,76.67434283627068,77.0304946899414,153532400,-0.0009741365508897,0.1804183589383194,1.805852411644134,27.51000022888184,1,0.3394265532493591,0.3394265532493591,59.87848555432701,0.026324107740529117,0.003439897061487951,0.15230130851268767,2.0
AAPL,2020-06-01,76.98445678308985,78.09894607051093,76.85362353528801,77.9778060913086,80791200,0.01229787508415,0.1758165824241255,1.7250350400427197,28.229999542236328,1,0.0,0.23759858727455135,58.869256738547776,0.033348359154041336,0.009281987014342574,0.23150083760420478,2.0
AAPL,2020-06-02,77.71129433668344,78.36302799682535,77.27034305104888,78.33879852294922,87642800,0.0046294253421019,0.165671363220775,1.6511398411869262,26.84000015258789,1,0.2899169524510701,0.2899169524510701,66.36478459045058,0.03299620204223644,0.020869212311885876,0.28898069765832685,3.0
AMZN,2020-02-14,107.78399658203124,107.9520034790039,106.29450225830078,106.74349975585938,52124000,-0.0069771660770503,0.3265338041792782,2.473608834402902,13.68000030517578,1,0.0,0.0,89.76469475085246,0.05437169224361993,0.026735244429548777,0.0,0.0
AMZN,2020-02-18,106.2509994506836,108.30349731445312,106.20549774169922,107.78350067138672,58912000,0.0097429906074468,0.3264184769083203,2.517144339425223,14.829999923706056,1,0.0,0.0,89.65437623898667,0.06036027691438114,0.01019721922233674,0.0,0.0
AMZN,2020-02-19,108.38999938964844,109.25499725341795,108.05599975585938,108.51100158691406,51224000,0.0067496500948263,0.3247889767382746,2.5454651968819757,14.380000114440918,0,0.0,0.0,89.91359773536882,0.06329434930399827,0.00902920460405654,0.0,0.0
AMZN,2020-02-20,108.65350341796876,108.8395004272461,106.37249755859376,107.65499877929688,62626000,-0.0078886269143092,0.3346076174027136,2.6421797616141185,15.5600004196167,0,0.0,0.0,85.6987619689069,0.05169836195469802,-0.0031944557472511903,0.0,0.0
AMZN,2020-02-21,107.10749816894533,107.22750091552734,104.4000015258789,104.79850006103516,92926000,-0.0265338233305618,0.2148371652077294,2.2138219560895647,17.079999923706055,0,0.0,0.0,63.86462278562041,0.022512340544475144,-0.025071280597851353,0.0,0.0
AMZN,2020-02-24,100.15899658203124,101.96499633789062,99.39849853515624,100.4645004272461,130940000,-0.0413555502346399,0.2860644666780388,2.4272144862583707,25.030000686645508,0,0.0,0.0,50.641368272823975,-0.01880410074560617,-0.058823247719762106,0.0,0.0
AMZN,2020-02-25,101.3209991455078,101.7300033569336,97.9209976196289,98.63700103759766,124382000,-0.0181904989511381,0.2765578978938749,2.5007149832589284,27.850000381469727,1,0.0,0.0,40.08353802167992,-0.04003712391846381,-0.08485992361368144,0.0,0.0
AMZN,2020-02-26,98.51399993896484,100.7334976196289,98.02249908447266,98.97949981689452,104492000,0.0034723154160609,0.2775034251388024,2.555000305175781,27.559999465942383,0,0.0,0.0,42.17020917311034,-0.03965587138405362,-0.08783903595604636,0.0,0.0
AMZN,2020-02-27,96.71900177001952,98.75,94.13800048828124,94.21499633789062,162880000,-0.0481362654672726,0.3367245641437379,2.7883213588169644,39.15999984741211,0,0.0,0.0,32.34299156865055,-0.08646602558095282,-0.12484327336215528,0.0,0.0
AMZN,2020-02-28,90.73149871826172,94.48799896240234,90.55650329589844,94.1875,189620000,-0.00029184672249,0.3255045473619454,2.853321075439453,40.11000061035156,1,0.0,0.0,27.84966135569036,-0.08702189382516527,-0.10125144973310929,0.0,0.0
AMZN,2020-03-02,95.32450103759766,97.72550201416016,93.5,97.69750213623048,135234000,0.0372661142532764,0.3496233115507331,2.9539996555873325,33.41999816894531,0,0.0,0.0,30.30813443656288,-0.05174018029856101,-0.02754204997037135,0.0,0.0
AMZN,2020-03-03,98.76850128173828,99.81649780273438,94.40450286865234,95.44950103759766,150690000,-0.023009811402324,0.3503037214713644,3.154713766915457,36.81999969482422,1,0.0,0.0,25.07165189793372,-0.07141415838346718,-0.03231545937599034,0.0,0.0
AMZN,2020-03-04,97.32849884033205,98.9000015258789,96.0999984741211,98.79149627685548,95458000,0.0350132290156381,0.3932560709561767,3.295999799455916,31.989999771118164,0,0.0,0.0,33.03049142777449,-0.03717223483437023,-0.0018994189745030754,0.0,0.0
AMZN,2020-03-05,96.6500015258789,98.03600311279295,95.5,96.20149993896484,94964000,-0.0262167943142834,0.402304420783958,3.4301065717424666,39.619998931884766,0,0.0,0.0,30.674970145445812,-0.05976070579656839,0.02108479200009583,0.0,0.0
AMZN,2020-03-06,93.75,95.5435028076172,93.4749984741211,95.05449676513672,105472000,-0.0119229240142393,0.4027037542074261,3.5064637320382253,41.93999862670898,0,0.0,0.0,30.263729780351866,-0.06757324754805911,0.009205008787118496,0.0,0.0
AMZN,2020-03-09,88.69300079345703,93.13849639892578,88.06449890136719,90.03050231933594,156264000,-0.0528538324516535,0.4356175186821127,3.855892181396485,54.459999084472656,1,0.0,0.0,23.579482812455666,-0.11077867637488219,-0.07847692775403403,0.0,0.0
AMZN,2020-03-10,93.54399871826172,94.7135009765625,90.90850067138672,94.59100341796876,142666000,0.0506550666845868,0.5070437979673672,4.085285186767578,47.29999923706055,0,0.0,0.0,31.405288681832815,-0.060116732788102215,-0.008994259899700596,0.0,0.0
AMZN,2020-03-11,92.89250183105467,93.56600189208984,90.0749969482422,91.04299926757812,112496000,-0.0375088964297489,0.5208474835205316,4.231642586844308,53.900001525878906,0,0.0,0.0,29.29813819318602,-0.08789515452335998,-0.07843283380952948,0.0,0.0
AMZN,2020-03-12,86.0989990234375,88.25,83.75,83.83049774169922,226924000,-0.0792208251474794,0.5934303344215556,4.520071302141462,75.47000122070312,1,0.0,0.0,26.428791969563406,-0.1498602255637024,-0.12859469140413016,0.0,0.0
AMZN,2020-03-13,87.75,89.31549835205078,84.03099822998047,89.25,176194000,0.0646483368737651,0.6684194730366173,4.526142665318081,57.83000183105469,0,0.0,0.0,37.69354794687766,-0.08644927789950663,-0.06106493603851937,0.0,0.0
AMZN,2020-03-16,82.07550048828125,87.97250366210938,81.30149841308594,84.4574966430664,178346000,-0.053697516604298,0.6957491586152985,4.821820940290179,82.69000244140625,1,0.0,0.0,35.39054020231647,-0.1255306401420225,-0.06190130603184041,0.0,0.0
AMZN,2020-03-17,88.77349853515625,92.88899993896484,84.46199798583984,90.39199829101562,218342000,0.0702661324787965,0.7743339887487011,5.230428423200335,75.91000366210938,1,0.0,0.0,42.066314494177455,-0.05558195067445049,-0.04439116803105492,0.0,0.0
AMZN,2020-03-18,87.5,92.08300018310548,87.25,91.5,192904000,0.0122577410604109,0.7517209145177035,5.229821341378348,76.44999694824219,1,0.0,0.0,47.3099674075633,-0.0354338337337149,0.005019614205357348,0.0,0.0
AMZN,2020-03-19,93.0,97.25,91.63249969482422,94.04650115966795,207998000,0.0278306137668631,0.7616692801008281,5.359714508056641,72.0,0,0.0,0.0,49.866939569785906,-0.0014267596753969436,0.12186499774159243,0.0,0.0
AMZN,2020-03-20,96.31549835205078,97.8499984741211,91.0364990234375,92.30449676513672,196358000,-0.018522798541689,0.7467579179385132,5.544571467808315,66.04000091552734,1,0.0,0.0,44.734936883775504,-0.013378889324640444,0.03422405339088752,0.0,0.0
AMZN,2020-03-23,91.3874969482422,95.97000122070312,90.5999984741211,95.1415023803711,156170000,0.0307352915043019,0.7536507681564429,5.541572025844029,61.59000015258789,1,0.0,0.0,49.70272704672833,0.019846471499189403,0.12650156779400357,0.0,0.0
AMZN,2020-03-24,97.5749969482422,97.75,95.01699829101562,97.00499725341795,142942000,0.019586561347294,0.7428473168812645,5.490322113037109,61.66999816894531,0,0.0,0.0,48.225056418282676,0.040732078686391886,0.07315911903077832,0.0,0.0
AMZN,2020-03-25,96.03450012207033,97.51300048828124,94.28900146484376,94.29199981689452,129582000,-0.0279676049001469,0.7440682942619312,5.485500880650112,63.95000076293945,1,0.0,0.0,48.10747645177505,0.014175465608717396,0.030513659201032883,0.0,0.0
AMZN,2020-03-26,95.0999984741211,97.82450103759766,94.4645004272461,97.77449798583984,124426000,0.036933124503754,0.7581503011661778,5.5430722917829245,61.0,0,0.0,0.0,52.57653892328777,0.04962289926392191,0.039639931100069914,0.0,0.0
AMZN,2020-03-27,96.54299926757812,96.989501953125,94.99600219726562,95.00499725341795,107758000,-0.02832538943665,0.7296778827883116,5.242250714983259,65.54000091552734,1,0.0,0.0,54.92236530094721,0.019444592282048482,0.0292564347666886,0.0,0.0
AMZN,2020-03-30,96.1415023803711,98.68150329589844,95.61699676513672,98.19750213623048,122522000,0.0336035469197137,0.7123004771136658,5.170358385358538,57.08000183105469,0,0.0,0.0,53.66800963235558,0.05341895547863166,0.03212057492682474,0.0,0.0
AMZN,2020-03-31,98.21749877929688,99.6510009765625,97.20050048828124,97.48600006103516,102472000,-0.0072456229508591,0.6896425543670575,5.02282224382673,53.540000915527344,0,0.0,0.0,56.95412631900358,0.044645178924178415,0.004958536376848954,0.0,0.0
AMZN,2020-04-01,96.64849853515624,97.2480010986328,94.6500015258789,95.38500213623048,82438000,-0.0215517912673539,0.587734982147103,4.704465048653739,57.060001373291016,1,0.0,0.0,64.01785803539397,0.024000182287599973,0.011591676085547675,0.0,0.0
